Id,Name,Property_type,Room_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Host_id,Host_name,Availability_30,Availability_60,Availability_90,Availability_365,Country,Longitude,Latitude,City
10431455,Sala e quarto em copacabana com cozinha americana,Apartment,Entire home/apt,4,1125,flexible,3,1.0,1.0,298,1204.209631728045,154.4988066825776,0.0,1.0,0,95,53729453,Tamara,0,0,0,0,Brazil,-43.177948896979196,-22.963149303022142,Rio de Janeiro
10716793,DOUBLE ROOM for 1 or 2 ppl,Apartment,Private room,1,1125,flexible,2,1.0,1.0,15,242.726862302483,43.026209677419345,0.0,1.0,0,91,6486855,Aleksandra,0,0,0,0,Spain,2.17519,41.41035,Barcelona
10812136,well lit East Williamsburg apt.,Apartment,Private room,1,1125,flexible,2,1.3226863226863228,1.0,60,271.6562150055991,116.97643732327991,0.0,1.0,0,94,4827009,Liat,0,0,0,0,United States,-73.94384,40.70528,Brooklyn
10266175,Makaha Valley Paradise with OceanView,Condominium,Entire home/apt,3,180,moderate,4,1.3226863226863228,2.0,95,271.6562150055991,116.97643732327991,0.0,1.0,32,94,42868615,Ray And Lise,0,3,16,246,United States,-158.20291,21.4818,Waianae
10354347,Room For Erasmus,Apartment,Private room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,37,726.4401913875598,82.5373665480427,0.0,1.0,1,92,53288729,Kemal,30,60,90,365,Turkey,29.06064,40.98837,Sisli
10423504,Bondi Beach Dreaming 3-Bed House,House,Entire home/apt,2,1125,strict_14_with_grace_period,8,1.5599343185550083,2.0148026315789473,399,433.06265060240975,90.51914893617023,35.0,6.0,139,93,2509326,Cat,0,0,0,0,Australia,151.27448,-33.8872,Bondi Beach
10548991,Jubilee By The Sea (Ocean Views),House,Entire home/apt,2,90,strict_14_with_grace_period,11,1.3226863226863228,6.0,325,271.6562150055991,116.97643732327991,25.0,8.0,45,94,54391530,Nate,11,37,48,267,United States,-155.97349,19.61318,Kailua-Kona
1066648,Colonial Mansion in Santa Teresa,House,Entire home/apt,1,1125,flexible,8,6.0,6.0,1999,1204.209631728045,154.4988066825776,0.0,1.0,0,95,4532951,John,23,53,83,358,Brazil,-43.178234025801544,-22.917475613135107,Rio de Janeiro
10852990,Apartamento para as olimpíadas,Apartment,Entire home/apt,7,1125,strict_14_with_grace_period,4,2.0,3.0,746,1204.209631728045,154.4988066825776,0.0,1.0,0,95,25469566,Rosane,23,53,83,358,Brazil,-43.1838890521465,-22.938257466286093,Rio de Janeiro
10893326,Designer Apartment in Sheung Wan,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,2,1.0,1.7395659432387311,1484,1424.055718475073,179.45801526717557,0.0,1.0,18,91,9479239,Maria,0,0,0,0,Hong Kong,114.14881,22.28354,Shueng Wan
10269320,FloresRooms 3T,Apartment,Entire home/apt,2,1124,moderate,2,1.5324909747292421,2.408679927667269,31,83.85128205128206,19.04387990762125,0.0,1.0,225,94,51724179,Andreia,13,43,62,278,Portugal,-8.61205,41.14404,Porto
10416859,"Studio convenient to CBD, beaches, street parking.",Guest suite,Entire home/apt,2,3,moderate,5,1.5599343185550083,2.0148026315789473,45,433.06265060240975,90.51914893617023,25.0,2.0,104,93,4548918,Leslie,0,0,0,0,Australia,151.26108,-33.7975,Balgowlah
10280433,~Ao Lele~ Flying Cloud,Treehouse,Entire home/apt,2,30,strict_14_with_grace_period,2,1.3226863226863228,1.0,185,271.6562150055991,116.97643732327991,0.0,2.0,103,94,52785887,Mike,20,45,75,165,United States,-155.21763,19.42151,Volcano
10306879,Alugo Apart frente mar Barra Tijuca,Apartment,Entire home/apt,10,90,flexible,4,1.0,2.0,933,1204.209631728045,154.4988066825776,0.0,1.0,0,95,53027036,Paulo Cesar,28,58,88,363,Brazil,-43.36831676949888,-23.011117008024065,Rio de Janeiro
10267144,IPANEMA LUXURY PENTHOUSE with MAID,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,3,1.0,1.0,858,1204.209631728045,154.4988066825776,112.0,3.0,29,95,4428126,Cesar,18,40,70,345,Brazil,-43.20056249420509,-22.98034625363379,Rio de Janeiro
10295352,"Amazing and Big Apt, Ipanema Beach.",Apartment,Entire home/apt,1,1125,flexible,6,3.0,4.0,1999,1204.209631728045,154.4988066825776,0.0,1.0,0,95,52966539,Pedro,0,0,0,0,Brazil,-43.20465630892734,-22.983108745795256,Rio de Janeiro
10299095,Small Room w Bathroom Flamengo Rio de Janeiro,Apartment,Private room,4,1125,moderate,1,1.0,1.0,71,1204.209631728045,154.4988066825776,0.0,1.0,1,95,52988408,Fernanda,0,0,0,0,Brazil,-43.17645081249057,-22.93848268819496,Rio de Janeiro
10545815,Whole Apt. in East Williamsburg,Apartment,Entire home/apt,4,90,moderate,4,1.3226863226863228,1.0,125,271.6562150055991,116.97643732327991,30.0,2.0,126,94,4148248,Guillermo,1,6,8,168,United States,-73.93981,40.70687,Brooklyn
10648267,Lovely ap at Leblon beach,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,5,3.0,3.0,298,1204.209631728045,154.4988066825776,0.0,1.0,1,95,54984412,Sonia,0,0,0,0,Brazil,-43.22120070184858,-22.984162872106157,Rio de Janeiro
1077686,BALAT,House,Private room,1,1125,flexible,3,1.3490136570561457,1.9816232771822357,685,726.4401913875598,82.5373665480427,0.0,1.0,0,92,5929670,Hanife,30,60,90,365,Turkey,28.94457,41.03301,Istanbul
1079887,Trendy apartment in BCN centre,Apartment,Entire home/apt,2,1125,moderate,4,2.0,2.0,89,242.726862302483,43.026209677419345,10.0,2.0,104,91,542867,Gabriela & Miguel,8,10,15,280,Spain,2.14596,41.38475,Barcelona
10486984,Cheerful new renovated central apt,Apartment,Entire home/apt,3,1125,moderate,8,1.3490136570561457,1.9816232771822357,264,726.4401913875598,82.5373665480427,36.0,4.0,77,92,22766460,Aybike,18,29,51,326,Turkey,28.97477,41.03735,Beyoglu
10487917,Heroísmo IV,Apartment,Entire home/apt,1,1125,moderate,2,1.5324909747292421,2.408679927667269,29,83.85128205128206,19.04387990762125,0.0,2.0,31,94,9320470,Apartments2Enjoy,16,42,61,309,Portugal,-8.59275,41.1462,Porto
10527243,Tropical Jungle Oasis,Condominium,Entire home/apt,2,1125,moderate,4,1.3226863226863228,3.0,125,271.6562150055991,116.97643732327991,0.0,1.0,65,94,54294012,Douglas,12,39,65,65,United States,-155.09259,19.73108,Hilo
10578580,Panoramic Ocean View Studio in  Quiet Setting,Guesthouse,Entire home/apt,2,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,120,271.6562150055991,116.97643732327991,15.0,1.0,114,94,308899,Andrei,3,26,53,323,United States,-157.78578,21.29561,Honolulu
1073607,Bright Inner West Terrace Value+,House,Private room,1,1125,moderate,2,1.5599343185550083,2.0148026315789473,65,433.06265060240975,90.51914893617023,15.0,1.0,84,93,3082095,Natasa,0,0,0,232,Australia,151.15851,-33.89931,Petersham
1036027,BBC OPORTO 4X2,Apartment,Entire home/apt,3,1125,flexible,8,1.5324909747292421,2.408679927667269,100,83.85128205128206,19.04387990762125,0.0,1.0,71,94,3104922,Cristina,0,10,15,264,Portugal,-8.60069,41.16246,Porto
10519173,Condomínio Praia Barra da Tijuca,Condominium,Entire home/apt,2,1125,strict_14_with_grace_period,6,2.0,5.0,351,1204.209631728045,154.4988066825776,0.0,1.0,18,95,54221119,Paula,22,52,82,172,Brazil,-43.32231287289854,-23.009702689174244,Rio de Janeiro
10628126,Ribeira Smart Flat,Apartment,Entire home/apt,2,1124,strict_14_with_grace_period,6,1.5324909747292421,2.408679927667269,80,83.85128205128206,19.04387990762125,10.0,2.0,132,94,54662715,Mathieu,5,25,46,214,Portugal,-8.61602,41.14295,Porto
1067052,Nani La 'Ao (A Beautiful Day) Upstairs Suite,House,Entire home/apt,3,25,moderate,2,1.3226863226863228,1.0,72,271.6562150055991,116.97643732327991,10.0,2.0,18,94,1121661,Sherri,20,47,77,352,United States,-155.02503,19.56081,Keaau
10671783,CASA PARA AS OLIMPIADAS 2016,House,Entire home/apt,1,1125,strict_14_with_grace_period,10,4.0,6.0,3726,1204.209631728045,154.4988066825776,0.0,1.0,0,95,55124555,Priscila,0,0,0,0,Brazil,-43.43656065280531,-23.01216083013239,Rio de Janeiro
1070322,Triple room Barcelona Guell park,Condominium,Private room,2,1125,strict_14_with_grace_period,3,1.0,3.0,40,242.726862302483,43.026209677419345,8.0,4.0,191,91,5888954,Núria,19,27,38,289,Spain,2.15533,41.40686,Barcelona
10839973,傳統香港房间 - 干净整洁交通便利的二人房间,Apartment,Private room,1,1125,flexible,2,1.0,1.7395659432387311,2748,1424.055718475073,179.45801526717557,0.0,1.0,0,91,43392680,Chuiying,30,60,85,360,Hong Kong,114.16558,22.308,Hong Kong
10459480,Greenwich Fun and Luxury,House,Entire home/apt,5,1125,flexible,6,1.5599343185550083,2.0148026315789473,999,433.06265060240975,90.51914893617023,0.0,1.0,0,93,45186586,Craig,30,60,90,365,Australia,151.18563,-33.8289,Greenwich
10635276,GREAT Apartment at Barra da Tijuca,Apartment,Entire home/apt,4,100,moderate,6,3.0,7.0,933,1204.209631728045,154.4988066825776,19.0,4.0,13,95,54904357,Luiz Henrique,0,0,0,0,Brazil,-43.32984175609327,-23.011124595436097,Rio de Janeiro
10816768,Spacious 2 Bedroom: Soho/Escalator,Apartment,Entire home/apt,2,1125,moderate,5,2.0,1.7395659432387311,1703,1424.055718475073,179.45801526717557,100.0,4.0,86,91,56006867,Tara,4,10,30,108,Hong Kong,114.15315,22.28028,Hong Kong
10839801,Room w private toilet 3 min to MTR!,Condominium,Private room,2,30,strict_14_with_grace_period,2,1.0,1.7395659432387311,447,1424.055718475073,179.45801526717557,0.0,2.0,72,91,13416742,Joanna,19,22,50,140,Hong Kong,114.20854,22.29099,Quarry Bay
1089542,Private Cozy Bedroom in Brooklyn,Apartment,Private room,2,30,moderate,2,1.3226863226863228,1.0,47,271.6562150055991,116.97643732327991,15.0,1.0,241,94,663764,Karen,15,42,42,100,United States,-73.94883,40.6536,Brooklyn
10317142,Private OceanFront - Bathtub Beach. Spacious House,House,Entire home/apt,3,1125,strict_14_with_grace_period,14,1.3226863226863228,10.0,795,271.6562150055991,116.97643732327991,0.0,1.0,32,94,53086419,Noah,10,17,26,229,United States,-157.91952,21.63549,Laie
1047087,The Garden Studio,Guesthouse,Entire home/apt,2,40,strict_14_with_grace_period,2,1.5599343185550083,2.0148026315789473,129,433.06265060240975,90.51914893617023,0.0,1.0,146,93,3251237,Cath,30,60,90,365,Australia,151.15036,-33.90318,Marrickville
10542174,Luxury 1-Bdrm in Downtown Brooklyn,Apartment,Entire home/apt,3,30,strict_14_with_grace_period,2,1.3226863226863228,1.0,144,271.6562150055991,116.97643732327991,0.0,1.0,1,94,10099253,Ashley,0,0,0,0,United States,-73.98102,40.69406,Brooklyn
10659534,Beautiful 1 Bedroom Apartment,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,2,1.0,1.7395659432387311,997,1424.055718475073,179.45801526717557,0.0,1.0,10,91,36481278,Mai-Britt,0,0,0,0,Hong Kong,114.15241,22.28351,Shueng Wan
10675315,"Cozy, dreamy Mile End apartment",Apartment,Private room,2,1125,strict_14_with_grace_period,2,1.0,1.0,30,324.84578313253013,50.470715835141,15.0,1.0,0,93,5173928,Uma,0,0,0,0,Canada,-73.60137,45.52517,Montreal
1074008,Designer's Historical Apartment,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,2,1.3490136570561457,1.9816232771822357,385,726.4401913875598,82.5373665480427,0.0,2.0,17,92,5908273,Pia,30,60,90,365,Turkey,28.97994,41.03406,Istanbul
10545725,Cozy bedroom Sagrada Familia,Apartment,Private room,2,1125,flexible,2,1.0,2.0,20,242.726862302483,43.026209677419345,0.0,1.0,1,91,1929411,Rapha,0,0,0,0,Spain,2.17963,41.40087,Barcelona
10908640,Quarto de Casal em Ipanema,Apartment,Private room,2,1125,strict_14_with_grace_period,2,1.0,1.0,149,1204.209631728045,154.4988066825776,80.0,1.0,2,95,29744388,Gabriela,0,0,0,0,Brazil,-43.19841687233581,-22.98376501071312,Rio de Janeiro
1092760,Private Entrance - Backyard Summer Dining - Enjoy,Townhouse,Entire home/apt,7,29,strict_14_with_grace_period,2,1.3226863226863228,2.0,110,271.6562150055991,116.97643732327991,15.0,2.0,184,94,5887081,Michelle,1,9,25,300,United States,-73.95321,40.69034,Brooklyn
10985735,enjoy nature in Istanbul,House,Entire home/apt,2,1125,flexible,4,1.3490136570561457,1.9816232771822357,359,726.4401913875598,82.5373665480427,60.0,2.0,15,92,56998832,Sanem,0,0,0,0,Turkey,29.11608,40.862,büyükada
10948197,aOceanside Hawaii Apartment Studio Kitchen Parking,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,99,271.6562150055991,116.97643732327991,25.0,2.0,137,94,56775580,Jay,28,58,88,88,United States,-157.83937,21.2837,Honolulu
10977704,Bright PrivateRm 1 min to JordanMTR,Hostel,Private room,2,1125,strict_14_with_grace_period,1,1.0,1.7395659432387311,447,1424.055718475073,179.45801526717557,0.0,1.0,203,91,56949831,Sam,9,32,62,62,Hong Kong,114.17127,22.30549,Kowloon
11005300,East Village Sanctuary,Apartment,Entire home/apt,30,90,flexible,2,1.3226863226863228,1.0,200,271.6562150055991,116.97643732327991,0.0,1.0,19,94,57107571,Molly,0,7,13,117,United States,-73.98763,40.72808,New York
11093339,Newly and comfortable apt,Condominium,Entire home/apt,1,1125,strict_14_with_grace_period,2,0.0,1.7395659432387311,463,1424.055718475073,179.45801526717557,80.0,2.0,206,91,37031267,Michelle&May,2,10,21,272,Hong Kong,114.17545,22.29643,Hong Kong
11080033,Sunny Bedroom in Downtown Montreal,Apartment,Private room,14,1125,flexible,2,1.0,1.0,21,324.84578313253013,50.470715835141,0.0,1.0,1,93,57521137,Cristina,0,0,0,0,Canada,-73.58595,45.49039,Montreal
10992671,Brooklyn Artist Loft / Fun Location,Apartment,Private room,30,360,strict_14_with_grace_period,3,1.3226863226863228,1.0,59,271.6562150055991,116.97643732327991,25.0,1.0,13,94,21965282,Joseph,29,59,89,364,United States,-74.02972,40.63199,Brooklyn
1112838,Spacious and quiet duplex apartment in Poble Sec,Apartment,Entire home/apt,3,365,moderate,7,3.0,7.0,130,242.726862302483,43.026209677419345,35.0,4.0,129,91,6107595,Cristina,12,15,23,127,Spain,2.15566,41.37479,Barcelona
11223389,Large Duplex in Midtown East with backyard!,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,7,1.3226863226863228,4.0,350,271.6562150055991,116.97643732327991,0.0,5.0,112,94,26304763,Boris,2,5,27,115,United States,-73.96776,40.75482,New York
1148978,1 BR 1/2 block to A/B/C/D trains,Apartment,Private room,7,30,strict_14_with_grace_period,2,1.3226863226863228,1.0,48,271.6562150055991,116.97643732327991,15.0,1.0,45,94,6298986,Marcelo,30,60,90,365,United States,-73.93957,40.83307,New York
11552866,6 min. walk to metro & metrobus,Apartment,Private room,7,1125,moderate,1,1.3490136570561457,1.9816232771822357,100,726.4401913875598,82.5373665480427,0.0,1.0,0,92,50752970,Taner,28,58,88,363,Turkey,28.99911,41.06422,Mecidiyekoy
11667313,Brand new apartment next to HKU,Apartment,Entire home/apt,2,1125,moderate,2,1.0,1.7395659432387311,550,1424.055718475073,179.45801526717557,0.0,1.0,0,91,5473973,Matthias,0,0,0,0,Hong Kong,114.13508,22.28491,Hong Kong
11695437,Cozy and modern Lapa-studio,Apartment,Entire home/apt,3,360,moderate,2,1.0,2.0,112,1204.209631728045,154.4988066825776,0.0,1.0,33,95,8557006,Dejanira,2,6,16,135,Brazil,-43.182736348008305,-22.9106385343457,Rio de Janeiro
1153834,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,Apartment,Entire home/apt,31,330,moderate,2,1.0,1.0,60,242.726862302483,43.026209677419345,0.0,2.0,6,91,4878564,Lourdes,23,53,83,358,Spain,2.15884,41.40462,Barcelona
11602050,Museum Mile 1 BR - Madison Ave,Apartment,Entire home/apt,30,365,strict_14_with_grace_period,4,1.3226863226863228,1.0,133,271.6562150055991,116.97643732327991,0.0,1.0,7,94,61391963,Corporate Housing,5,35,65,340,United States,-73.95735,40.78465,New York
11688660,Studio Apartment w/ Private Rooftop,Apartment,Entire home/apt,3,1125,flexible,2,0.0,1.7395659432387311,903,1424.055718475073,179.45801526717557,0.0,1.0,1,91,6394019,Madelon,0,0,0,0,Hong Kong,114.15037,22.28515,Hong Kong
11727255,Two Bed Room Spacious brand new,Apartment,Entire home/apt,1,1125,flexible,4,1.5599343185550083,2.0148026315789473,124,433.06265060240975,90.51914893617023,0.0,1.0,0,93,50347595,Amol,0,0,0,0,Australia,151.00818,-33.81861,Harris Park
1176693,BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,Apartment,Entire home/apt,2,1124,strict_14_with_grace_period,8,3.0,1.7395659432387311,1492,1424.055718475073,179.45801526717557,79.0,1.0,36,91,1245194,Susann,12,29,59,293,Hong Kong,114.18445,22.27878,Causeway Bay
11948705,Beautiful complete 200m apt.,Apartment,Entire home/apt,5,30,flexible,6,4.0,4.0,3499,1204.209631728045,154.4988066825776,0.0,1.0,0,95,61382975,Leonardo,30,60,90,365,Brazil,-43.182415799103794,-22.9680008638951,Rio de Janeiro
10992286,Holoholo Inn: Rain Forest (Priv-2),House,Private room,1,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,105,271.6562150055991,116.97643732327991,0.0,1.0,44,94,56866557,Satoshi,30,60,85,360,United States,-155.2403,19.43344,Volcano
11012484,,Apartment,Private room,1,1125,flexible,2,1.0,1.0,40,242.726862302483,43.026209677419345,0.0,1.0,0,91,41813973,Mar,0,0,0,0,Spain,2.15759,41.40349,Barcelona
11115528,DOUBLE ROOM IN THE HEART OF BCN,Apartment,Private room,1,1125,strict_14_with_grace_period,2,1.0,1.0,25,242.726862302483,43.026209677419345,20.0,1.0,108,91,35858044,Isabel,16,40,70,324,Spain,2.17561,41.38701,Barcelona
11145180,Clean room in quiet area,Apartment,Private room,1,365,moderate,1,1.0,1.7395659432387311,188,1424.055718475073,179.45801526717557,0.0,1.0,27,91,57929069,Tim,0,0,0,92,Hong Kong,114.25746,22.31752,Sai Kung
11153910,SPACIOUS RAMBLA CATALUÑA,Apartment,Entire home/apt,32,32,strict_14_with_grace_period,5,4.0,5.0,130,242.726862302483,43.026209677419345,0.0,1.0,1,91,23377306,Celia,0,0,0,100,Spain,2.15255,41.39193,Barcelona
11194486,Lovely room in Caueway Bay!,Apartment,Private room,1,1125,flexible,2,1.0,1.7395659432387311,353,1424.055718475073,179.45801526717557,0.0,1.0,0,91,58284747,Julia,0,0,0,0,Hong Kong,114.18233,22.27681,Hong Kong
11242147,Prince Kuhio 315 ocean view steps to the beach,Apartment,Private room,1,1125,super_strict_60,2,1.3226863226863228,1.0,234,271.6562150055991,116.97643732327991,0.0,2.0,4,94,756093,Joshua,1,7,23,291,United States,-159.47554,21.88234,Koloa
1139810,2 confortables habitaciones en el centro de BCN!,Apartment,Private room,1,1125,moderate,3,2.0,2.0,35,242.726862302483,43.026209677419345,22.0,1.0,54,91,6251533,Aliona,10,19,26,92,Spain,2.16851,41.3791,Barcelona
11740322,★Cozy doble bedroom ★Nearby Christ the Redeemer★,House,Private room,2,10,strict_14_with_grace_period,2,1.0,1.0,52,1204.209631728045,154.4988066825776,0.0,2.0,76,95,59638323,Rafaela,2,27,45,109,Brazil,-43.19177327893577,-22.93691870901323,Rio de Janeiro
11935301,"Spacious, Sunny Room in Park Slope",House,Private room,2,1125,flexible,2,1.3226863226863228,1.0,85,271.6562150055991,116.97643732327991,0.0,1.0,1,94,24253453,Lisah,0,0,0,0,United States,-73.98057,40.67549,Brooklyn
11098708,Convenient & Cozy Private Rm@Jordan,Apartment,Private room,2,1125,strict_14_with_grace_period,1,1.0,1.7395659432387311,424,1424.055718475073,179.45801526717557,0.0,1.0,211,91,56949831,Sam,6,27,57,57,Hong Kong,114.17106,22.30692,Kowloon
1129061,Pineapple Paradise,Apartment,Entire home/apt,2,365,moderate,3,1.3226863226863228,1.0,135,271.6562150055991,116.97643732327991,75.0,3.0,87,94,6194110,Kelly,4,6,15,182,United States,-157.83857,21.28572,Honolulu
11379251,Cottage on Kona Coffee Farm,Cabin,Entire home/apt,5,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,65,271.6562150055991,116.97643732327991,0.0,1.0,1,94,53836,Brad & Linda,19,48,78,353,United States,-155.87508,19.26787,Captain Cook
11387183,Quiet room in central Istanbul,Apartment,Private room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,95,726.4401913875598,82.5373665480427,36.0,1.0,0,92,59727467,Aliş Hüseyin,30,60,90,365,Turkey,28.98361,41.04768,Sisli
11442936,1 sunny bedroom in large St-Henri appartment,Apartment,Private room,3,15,strict_14_with_grace_period,2,1.0,2.0,70,324.84578313253013,50.470715835141,0.0,1.0,2,93,9018452,Kim-Sanh,0,0,0,0,Canada,-73.58664,45.47348,Montreal
